PeriodEnd,PeriodStart,Period,AirTemp,Dhi,Dni,Ghi,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m
2020-05-21T00:00:00Z,2020-05-20T23:00:00Z,PT60M,15.5,121,835,684,14.2,71.2,1013.8,277,5.3
2020-05-21T01:00:00Z,2020-05-21T00:00:00Z,PT60M,15.5,105,750,489,13.9,71.4,1014.1,277,5.1
2020-05-21T02:00:00Z,2020-05-21T01:00:00Z,PT60M,15.0,82,595,278,13.7,73.5,1014.1,280,5.0
2020-05-21T03:00:00Z,2020-05-21T02:00:00Z,PT60M,14.1,43,263,86,13.3,78.2,1013.7,282,4.9
2020-05-21T04:00:00Z,2020-05-21T03:00:00Z,PT60M,13.2,1,2,1,12.9,82.9,1013.3,283,4.3
2020-05-21T05:00:00Z,2020-05-21T04:00:00Z,PT60M,12.6,0,0,0,12.9,85.6,1013.4,281,3.6
2020-05-21T06:00:00Z,2020-05-21T05:00:00Z,PT60M,12.4,0,0,0,13.1,87.3,1013.6,276,3.1
2020-05-21T07:00:00Z,2020-05-21T06:00:00Z,PT60M,12.3,0,0,0,13.4,88.8,1013.7,271,2.4
2020-05-21T08:00:00Z,2020-05-21T07:00:00Z,PT60M,12.1,0,0,0,13.9,90.0,1013.5,265,1.7
2020-05-21T09:00:00Z,2020-05-21T08:00:00Z,PT60M,12.1,0,0,0,14.3,90.5,1013.0,249,1.3
2020-05-21T10:00:00Z,2020-05-21T09:00:00Z,PT60M,12.0,0,0,0,14.6,90.9,1012.4,225,1.1
2020-05-21T11:00:00Z,2020-05-21T10:00:00Z,PT60M,12.0,0,0,0,15.0,90.8,1011.9,197,1.0
2020-05-21T12:00:00Z,2020-05-21T11:00:00Z,PT60M,11.9,0,0,0,15.6,91.2,1011.8,187,1.3
2020-05-21T13:00:00Z,2020-05-21T12:00:00Z,PT60M,11.8,0,0,0,15.8,91.7,1011.8,188,1.5
2020-05-21T14:00:00Z,2020-05-21T13:00:00Z,PT60M,12.1,43,44,49,15.9,90.5,1011.9,182,1.4
2020-05-21T15:00:00Z,2020-05-21T14:00:00Z,PT60M,12.8,100,394,224,16.0,86.4,1012.0,178,1.5
2020-05-21T16:00:00Z,2020-05-21T15:00:00Z,PT60M,13.6,111,694,445,16.3,81.2,1012.0,189,1.6
2020-05-21T17:00:00Z,2020-05-21T16:00:00Z,PT60M,14.5,122,809,647,16.2,75.9,1011.9,209,1.8
2020-05-21T18:00:00Z,2020-05-21T17:00:00Z,PT60M,15.5,125,881,819,15.4,70.9,1012.1,239,1.9
2020-05-21T19:00:00Z,2020-05-21T18:00:00Z,PT60M,16.3,129,918,944,14.5,67.1,1012.0,256,2.6
2020-05-21T20:00:00Z,2020-05-21T19:00:00Z,PT60M,16.7,128,938,1012,14.2,64.4,1011.7,260,3.6
2020-05-21T21:00:00Z,2020-05-21T20:00:00Z,PT60M,16.7,126,943,1018,14.0,63.1,1011.2,263,4.2
2020-05-21T22:00:00Z,2020-05-21T21:00:00Z,PT60M,16.7,125,931,964,13.6,63.1,1010.6,266,4.8
2020-05-21T23:00:00Z,2020-05-21T22:00:00Z,PT60M,16.6,121,903,852,13.0,63.8,1009.9,274,5.8
2020-05-22T00:00:00Z,2020-05-21T23:00:00Z,PT60M,16.5,113,855,692,12.6,65.7,1009.4,279,6.0
2020-05-22T01:00:00Z,2020-05-22T00:00:00Z,PT60M,16.4,101,767,495,12.6,67.0,1009.0,277,5.1
2020-05-22T02:00:00Z,2020-05-22T01:00:00Z,PT60M,15.9,82,598,281,13.5,68.5,1008.6,276,5.1
2020-05-22T03:00:00Z,2020-05-22T02:00:00Z,PT60M,14.6,43,264,87,14.4,72.7,1008.4,283,6.1
2020-05-22T04:00:00Z,2020-05-22T03:00:00Z,PT60M,13.5,1,2,1,14.9,76.3,1008.6,288,6.5
2020-05-22T05:00:00Z,2020-05-22T04:00:00Z,PT60M,12.9,0,0,0,15.1,77.5,1009.0,287,5.9
2020-05-22T06:00:00Z,2020-05-22T05:00:00Z,PT60M,12.7,0,0,0,13.9,79.6,1009.4,281,5.0
2020-05-22T07:00:00Z,2020-05-22T06:00:00Z,PT60M,12.4,0,0,0,12.2,81.9,1009.1,277,4.4
2020-05-22T08:00:00Z,2020-05-22T07:00:00Z,PT60M,12.2,0,0,0,11.6,82.7,1008.7,280,4.8
2020-05-22T09:00:00Z,2020-05-22T08:00:00Z,PT60M,12.0,0,0,0,12.0,82.7,1008.2,282,5.5
2020-05-22T10:00:00Z,2020-05-22T09:00:00Z,PT60M,12.0,0,0,0,12.9,81.6,1007.6,283,5.5
2020-05-22T11:00:00Z,2020-05-22T10:00:00Z,PT60M,11.9,0,0,0,13.0,80.2,1007.4,283,5.3
2020-05-22T12:00:00Z,2020-05-22T11:00:00Z,PT60M,11.6,0,0,0,12.6,81.9,1007.5,280,4.4
2020-05-22T13:00:00Z,2020-05-22T12:00:00Z,PT60M,11.3,0,0,0,12.2,84.6,1007.7,277,3.8
2020-05-22T14:00:00Z,2020-05-22T13:00:00Z,PT60M,11.4,41,109,55,11.3,83.7,1007.8,282,3.8
2020-05-22T15:00:00Z,2020-05-22T14:00:00Z,PT60M,11.7,101,349,218,10.6,79.9,1007.9,294,3.5
2020-05-22T16:00:00Z,2020-05-22T15:00:00Z,PT60M,12.3,98,753,460,10.5,74.7,1008.1,303,2.6
2020-05-22T17:00:00Z,2020-05-22T16:00:00Z,PT60M,13.1,109,851,662,11.1,69.5,1008.3,296,1.9
2020-05-22T18:00:00Z,2020-05-22T17:00:00Z,PT60M,14.1,166,814,806,11.8,64.7,1008.8,274,2.0
2020-05-22T19:00:00Z,2020-05-22T18:00:00Z,PT60M,15.1,255,712,890,11.9,61.2,1009.1,276,2.5
2020-05-22T20:00:00Z,2020-05-22T19:00:00Z,PT60M,15.7,163,894,1007,11.6,59.3,1008.8,285,3.6
2020-05-22T21:00:00Z,2020-05-22T20:00:00Z,PT60M,16.3,154,912,1019,10.9,57.3,1008.1,286,4.7
2020-05-22T22:00:00Z,2020-05-22T21:00:00Z,PT60M,16.8,121,947,976,10.4,55.1,1007.5,287,5.7
2020-05-22T23:00:00Z,2020-05-22T22:00:00Z,PT60M,17.0,114,923,862,10.6,54.3,1007.1,288,6.4
2020-05-23T00:00:00Z,2020-05-22T23:00:00Z,PT60M,16.6,113,860,697,11.0,56.7,1007.1,286,6.2
2020-05-23T01:00:00Z,2020-05-23T00:00:00Z,PT60M,16.2,104,762,497,11.6,59.1,1007.2,285,5.6
2020-05-23T02:00:00Z,2020-05-23T01:00:00Z,PT60M,15.7,82,603,284,12.4,60.8,1007.3,289,5.8
2020-05-23T03:00:00Z,2020-05-23T02:00:00Z,PT60M,14.7,44,273,90,12.2,65.1,1007.4,294,5.3
2020-05-23T04:00:00Z,2020-05-23T03:00:00Z,PT60M,13.7,1,3,2,11.8,69.9,1007.5,297,3.9
2020-05-23T05:00:00Z,2020-05-23T04:00:00Z,PT60M,13.1,0,0,0,12.3,73.7,1008.0,299,2.8
2020-05-23T06:00:00Z,2020-05-23T05:00:00Z,PT60M,12.7,0,0,0,12.3,76.7,1008.2,291,2.0
2020-05-23T07:00:00Z,2020-05-23T06:00:00Z,PT60M,12.5,0,0,0,11.1,78.7,1008.2,282,2.0
2020-05-23T08:00:00Z,2020-05-23T07:00:00Z,PT60M,12.2,0,0,0,10.2,80.0,1008.3,286,2.1
2020-05-23T09:00:00Z,2020-05-23T08:00:00Z,PT60M,11.9,0,0,0,10.5,81.6,1008.2,289,1.8
2020-05-23T10:00:00Z,2020-05-23T09:00:00Z,PT60M,11.8,0,0,0,11.2,82.1,1007.8,287,1.2
2020-05-23T11:00:00Z,2020-05-23T10:00:00Z,PT60M,11.7,0,0,0,11.4,81.6,1007.6,289,0.8
2020-05-23T12:00:00Z,2020-05-23T11:00:00Z,PT60M,11.6,0,0,0,10.8,82.7,1007.7,276,0.5
2020-05-23T13:00:00Z,2020-05-23T12:00:00Z,PT60M,11.6,0,0,0,9.8,83.2,1008.1,229,0.5
2020-05-23T14:00:00Z,2020-05-23T13:00:00Z,PT60M,12.0,37,183,62,9.3,80.2,1008.7,240,0.7
2020-05-23T15:00:00Z,2020-05-23T14:00:00Z,PT60M,12.8,81,543,248,9.2,75.1,1008.9,253,0.7
2020-05-23T16:00:00Z,2020-05-23T15:00:00Z,PT60M,14.0,91,780,468,9.0,67.8,1009.1,248,0.5
2020-05-23T17:00:00Z,2020-05-23T16:00:00Z,PT60M,15.3,103,871,670,9.0,60.6,1009.4,251,1.1
2020-05-23T18:00:00Z,2020-05-23T17:00:00Z,PT60M,16.2,109,923,838,9.8,56.7,1009.6,261,1.9
2020-05-23T19:00:00Z,2020-05-23T18:00:00Z,PT60M,16.8,110,956,960,10.8,54.4,1009.9,265,2.8
2020-05-23T20:00:00Z,2020-05-23T19:00:00Z,PT60M,17.1,109,971,1026,11.6,53.6,1010.1,265,3.7
2020-05-23T21:00:00Z,2020-05-23T20:00:00Z,PT60M,17.0,106,974,1030,12.3,54.5,1009.8,263,4.3
2020-05-23T22:00:00Z,2020-05-23T21:00:00Z,PT60M,16.7,100,967,975,12.7,55.3,1009.2,262,4.8
2020-05-23T23:00:00Z,2020-05-23T22:00:00Z,PT60M,16.4,96,945,863,12.4,56.6,1008.7,262,5.3
2020-05-24T00:00:00Z,2020-05-23T23:00:00Z,PT60M,16.1,91,901,704,11.7,58.7,1008.7,268,5.9
2020-05-24T01:00:00Z,2020-05-24T00:00:00Z,PT60M,15.9,83,822,508,11.4,59.6,1008.8,269,5.1
2020-05-24T02:00:00Z,2020-05-24T01:00:00Z,PT60M,15.6,68,682,296,11.7,60.8,1009.1,264,3.9
2020-05-24T03:00:00Z,2020-05-24T02:00:00Z,PT60M,14.6,45,270,94,12.3,65.3,1009.1,258,3.4
2020-05-24T04:00:00Z,2020-05-24T03:00:00Z,PT60M,13.5,2,3,2,13.1,70.8,1008.9,251,3.2
2020-05-24T05:00:00Z,2020-05-24T04:00:00Z,PT60M,12.9,0,0,0,13.9,74.1,1009.1,244,2.9
2020-05-24T06:00:00Z,2020-05-24T05:00:00Z,PT60M,12.8,0,0,0,15.1,75.6,1009.4,236,2.4
2020-05-24T07:00:00Z,2020-05-24T06:00:00Z,PT60M,12.7,0,0,0,15.9,76.9,1009.6,223,2.2
2020-05-24T08:00:00Z,2020-05-24T07:00:00Z,PT60M,12.5,0,0,0,16.4,78.4,1009.6,216,2.2
2020-05-24T09:00:00Z,2020-05-24T08:00:00Z,PT60M,12.2,0,0,0,17.0,80.6,1009.0,218,2.3
2020-05-24T10:00:00Z,2020-05-24T09:00:00Z,PT60M,12.0,0,0,0,17.9,82.4,1008.5,219,2.1
2020-05-24T11:00:00Z,2020-05-24T10:00:00Z,PT60M,11.8,0,0,0,18.4,83.5,1008.7,211,1.7
2020-05-24T12:00:00Z,2020-05-24T11:00:00Z,PT60M,11.6,0,0,0,18.4,85.8,1009.2,207,1.4
2020-05-24T13:00:00Z,2020-05-24T12:00:00Z,PT60M,11.5,0,0,0,18.5,87.2,1009.7,214,1.1
2020-05-24T14:00:00Z,2020-05-24T13:00:00Z,PT60M,11.8,44,96,57,18.8,85.5,1009.9,211,0.9
2020-05-24T15:00:00Z,2020-05-24T14:00:00Z,PT60M,12.7,90,463,236,19.4,80.8,1010.0,216,0.9
2020-05-24T16:00:00Z,2020-05-24T15:00:00Z,PT60M,14.0,87,762,456,19.8,73.5,1010.2,206,0.9
2020-05-24T17:00:00Z,2020-05-24T16:00:00Z,PT60M,15.6,98,850,653,19.8,65.6,1010.4,207,0.6
2020-05-24T18:00:00Z,2020-05-24T17:00:00Z,PT60M,17.1,107,901,819,19.2,58.7,1010.5,252,0.6
2020-05-24T19:00:00Z,2020-05-24T18:00:00Z,PT60M,18.3,114,929,941,18.3,53.5,1010.3,274,1.4
2020-05-24T20:00:00Z,2020-05-24T19:00:00Z,PT60M,19.0,116,943,1007,18.1,50.9,1009.9,277,2.5
2020-05-24T21:00:00Z,2020-05-24T20:00:00Z,PT60M,19.3,115,945,1013,18.5,50.3,1009.4,275,3.5
2020-05-24T22:00:00Z,2020-05-24T21:00:00Z,PT60M,19.4,111,934,956,19.4,50.7,1008.8,278,4.0
2020-05-24T23:00:00Z,2020-05-24T22:00:00Z,PT60M,19.3,107,905,844,20.3,51.5,1008.2,274,4.3
2020-05-25T00:00:00Z,2020-05-24T23:00:00Z,PT60M,19.4,100,860,686,20.3,52.4,1007.8,276,4.7
2020-05-25T01:00:00Z,2020-05-25T00:00:00Z,PT60M,19.1,88,786,495,20.1,53.7,1007.6,277,4.7
2020-05-25T02:00:00Z,2020-05-25T01:00:00Z,PT60M,18.4,70,651,289,20.2,55.8,1007.7,273,4.1
2020-05-25T03:00:00Z,2020-05-25T02:00:00Z,PT60M,17.3,41,329,96,20.0,59.0,1007.7,275,3.5
2020-05-25T04:00:00Z,2020-05-25T03:00:00Z,PT60M,16.3,2,6,2,19.9,62.0,1007.5,272,2.6
2020-05-25T05:00:00Z,2020-05-25T04:00:00Z,PT60M,15.7,0,0,0,20.2,63.1,1007.3,256,1.9
2020-05-25T06:00:00Z,2020-05-25T05:00:00Z,PT60M,15.4,0,0,0,20.9,65.0,1007.4,243,1.8
2020-05-25T07:00:00Z,2020-05-25T06:00:00Z,PT60M,15.1,0,0,0,21.8,67.4,1007.3,239,1.9
2020-05-25T08:00:00Z,2020-05-25T07:00:00Z,PT60M,14.7,0,0,0,22.6,68.9,1007.5,239,2.2
2020-05-25T09:00:00Z,2020-05-25T08:00:00Z,PT60M,14.5,0,0,0,23.0,70.0,1007.5,243,2.1
2020-05-25T10:00:00Z,2020-05-25T09:00:00Z,PT60M,14.2,0,0,0,23.1,71.4,1007.0,242,1.8
2020-05-25T11:00:00Z,2020-05-25T10:00:00Z,PT60M,14.0,0,0,0,23.3,73.1,1006.7,241,1.4
2020-05-25T12:00:00Z,2020-05-25T11:00:00Z,PT60M,13.8,0,0,0,23.4,74.0,1006.5,231,1.0
2020-05-25T13:00:00Z,2020-05-25T12:00:00Z,PT60M,13.8,0,0,0,23.8,74.3,1006.6,215,0.8
2020-05-25T14:00:00Z,2020-05-25T13:00:00Z,PT60M,14.3,32,259,67,24.4,72.3,1007.1,219,1.0
2020-05-25T15:00:00Z,2020-05-25T14:00:00Z,PT60M,15.3,64,603,248,24.7,68.3,1007.7,239,1.2
2020-05-25T16:00:00Z,2020-05-25T15:00:00Z,PT60M,16.5,76,784,456,24.8,63.9,1007.9,254,0.9
2020-05-25T17:00:00Z,2020-05-25T16:00:00Z,PT60M,17.9,86,863,650,25.0,58.8,1008.0,264,0.9
2020-05-25T18:00:00Z,2020-05-25T17:00:00Z,PT60M,19.4,93,909,813,25.2,53.2,1007.8,268,1.2
2020-05-25T19:00:00Z,2020-05-25T18:00:00Z,PT60M,20.8,97,938,933,25.3,48.7,1007.6,274,1.6
2020-05-25T20:00:00Z,2020-05-25T19:00:00Z,PT60M,21.7,100,949,998,25.4,46.4,1007.5,276,2.4
2020-05-25T21:00:00Z,2020-05-25T20:00:00Z,PT60M,21.8,102,947,1003,25.5,46.4,1007.3,274,3.5
2020-05-25T22:00:00Z,2020-05-25T21:00:00Z,PT60M,21.4,107,925,946,25.6,48.1,1006.8,273,4.2
2020-05-25T23:00:00Z,2020-05-25T22:00:00Z,PT60M,21.0,103,900,836,25.7,49.9,1006.2,269,4.3
2020-05-26T00:00:00Z,2020-05-25T23:00:00Z,PT60M,21.0,95,859,681,25.4,50.6,1005.9,271,4.4
2020-05-26T01:00:00Z,2020-05-26T00:00:00Z,PT60M,20.7,82,790,493,25.0,51.2,1005.9,270,4.2
2020-05-26T02:00:00Z,2020-05-26T01:00:00Z,PT60M,19.7,65,667,290,24.5,54.7,1006.0,266,4.0
2020-05-26T03:00:00Z,2020-05-26T02:00:00Z,PT60M,18.2,37,380,100,24.5,60.6,1006.0,265,3.7
2020-05-26T04:00:00Z,2020-05-26T03:00:00Z,PT60M,16.7,2,8,3,25.0,66.9,1005.9,261,3.4
2020-05-26T05:00:00Z,2020-05-26T04:00:00Z,PT60M,15.8,0,0,0,25.4,71.2,1006.1,251,2.8
2020-05-26T06:00:00Z,2020-05-26T05:00:00Z,PT60M,15.7,0,0,0,25.4,72.4,1006.4,246,2.2
2020-05-26T07:00:00Z,2020-05-26T06:00:00Z,PT60M,15.6,0,0,0,25.6,72.9,1006.6,240,1.9
2020-05-26T08:00:00Z,2020-05-26T07:00:00Z,PT60M,15.4,0,0,0,25.6,74.1,1006.6,226,1.9
2020-05-26T09:00:00Z,2020-05-26T08:00:00Z,PT60M,15.2,0,0,0,25.5,74.8,1006.1,219,1.8
2020-05-26T10:00:00Z,2020-05-26T09:00:00Z,PT60M,15.0,0,0,0,25.2,75.2,1005.5,219,1.7
2020-05-26T11:00:00Z,2020-05-26T10:00:00Z,PT60M,15.0,0,0,0,24.8,75.2,1005.3,223,1.7
2020-05-26T12:00:00Z,2020-05-26T11:00:00Z,PT60M,14.7,0,0,0,24.3,76.2,1005.6,231,1.3
2020-05-26T13:00:00Z,2020-05-26T12:00:00Z,PT60M,14.5,0,0,0,23.8,77.2,1005.7,243,1.0
2020-05-26T14:00:00Z,2020-05-26T13:00:00Z,PT60M,14.9,33,263,68,23.6,75.4,1005.7,252,0.9
2020-05-26T15:00:00Z,2020-05-26T14:00:00Z,PT60M,15.9,61,621,252,23.3,71.2,1006.0,257,0.7
2020-05-26T16:00:00Z,2020-05-26T15:00:00Z,PT60M,17.3,72,798,460,22.9,65.1,1006.3,275,0.7
2020-05-26T17:00:00Z,2020-05-26T16:00:00Z,PT60M,18.8,83,875,655,22.4,59.5,1006.6,278,1.1
2020-05-26T18:00:00Z,2020-05-26T17:00:00Z,PT60M,20.1,92,916,818,22.8,55.8,1006.8,268,1.2
2020-05-26T19:00:00Z,2020-05-26T18:00:00Z,PT60M,21.2,105,926,932,23.3,52.8,1006.8,268,1.7
2020-05-26T20:00:00Z,2020-05-26T19:00:00Z,PT60M,22.1,110,937,997,23.2,50.7,1006.6,276,2.6
2020-05-26T21:00:00Z,2020-05-26T20:00:00Z,PT60M,22.3,111,939,1004,22.8,50.8,1006.5,275,3.5
2020-05-26T22:00:00Z,2020-05-26T21:00:00Z,PT60M,22.1,111,926,951,22.0,52.1,1006.1,272,4.1
2020-05-26T23:00:00Z,2020-05-26T22:00:00Z,PT60M,22.0,106,905,844,21.1,52.3,1005.7,269,4.0
2020-05-27T00:00:00Z,2020-05-26T23:00:00Z,PT60M,22.4,98,864,689,20.1,50.6,1005.3,272,3.8
2020-05-27T01:00:00Z,2020-05-27T00:00:00Z,PT60M,22.6,86,793,500,19.5,49.0,1005.0,268,3.6
2020-05-27T02:00:00Z,2020-05-27T01:00:00Z,PT60M,21.8,68,664,295,19.2,51.0,1005.1,259,3.5
2020-05-27T03:00:00Z,2020-05-27T02:00:00Z,PT60M,20.2,40,365,102,18.9,56.3,1005.3,255,3.4
2020-05-27T04:00:00Z,2020-05-27T03:00:00Z,PT60M,18.6,2,9,3,18.3,61.7,1005.7,250,3.1
2020-05-27T05:00:00Z,2020-05-27T04:00:00Z,PT60M,17.6,0,0,0,17.7,65.0,1006.3,238,2.8
2020-05-27T06:00:00Z,2020-05-27T05:00:00Z,PT60M,17.3,0,0,0,17.7,66.3,1006.6,227,2.4
2020-05-27T07:00:00Z,2020-05-27T06:00:00Z,PT60M,17.1,0,0,0,17.5,66.5,1006.4,227,2.3
2020-05-27T08:00:00Z,2020-05-27T07:00:00Z,PT60M,16.7,0,0,0,16.8,67.3,1006.3,235,2.5
2020-05-27T09:00:00Z,2020-05-27T08:00:00Z,PT60M,16.1,0,0,0,16.2,69.2,1006.2,242,2.4
2020-05-27T10:00:00Z,2020-05-27T09:00:00Z,PT60M,15.6,0,0,0,15.6,71.0,1006.3,237,2.2
2020-05-27T11:00:00Z,2020-05-27T10:00:00Z,PT60M,15.3,0,0,0,15.1,72.1,1006.1,225,2.1
2020-05-27T12:00:00Z,2020-05-27T11:00:00Z,PT60M,15.2,0,0,0,15.2,73.0,1005.9,221,1.8
2020-05-27T13:00:00Z,2020-05-27T12:00:00Z,PT60M,15.1,0,0,0,15.6,73.8,1006.0,224,1.6
2020-05-27T14:00:00Z,2020-05-27T13:00:00Z,PT60M,15.5,36,238,69,15.9,72.6,1006.2,235,1.6
2020-05-27T15:00:00Z,2020-05-27T14:00:00Z,PT60M,16.4,65,627,257,15.9,68.7,1006.7,243,1.5
2020-05-27T16:00:00Z,2020-05-27T15:00:00Z,PT60M,17.5,81,789,466,15.9,64.3,1006.9,245,1.5
2020-05-27T17:00:00Z,2020-05-27T16:00:00Z,PT60M,18.6,92,871,663,15.8,60.2,1006.9,249,1.7
2020-05-27T18:00:00Z,2020-05-27T17:00:00Z,PT60M,19.7,100,919,829,15.9,57.2,1007.0,254,2.0
2020-05-27T19:00:00Z,2020-05-27T18:00:00Z,PT60M,20.6,106,945,950,15.8,55.0,1007.2,258,2.6
2020-05-27T20:00:00Z,2020-05-27T19:00:00Z,PT60M,21.1,106,960,1017,15.5,53.2,1007.0,260,3.2
2020-05-27T21:00:00Z,2020-05-27T20:00:00Z,PT60M,21.1,105,965,1024,15.3,52.3,1006.7,262,3.7
2020-05-27T22:00:00Z,2020-05-27T21:00:00Z,PT60M,20.7,107,948,968,15.4,52.6,1006.2,263,4.3
2020-05-27T23:00:00Z,2020-05-27T22:00:00Z,PT60M,20.5,102,924,857,15.6,52.5,1005.8,266,4.6
2020-05-28T00:00:00Z,2020-05-27T23:00:00Z,PT60M,20.1,94,884,700,15.6,53.7,1005.8,273,4.2
2020-05-28T01:00:00Z,2020-05-28T00:00:00Z,PT60M,19.9,82,814,508,15.8,55.8,1005.7,273,3.9
2020-05-28T02:00:00Z,2020-05-28T01:00:00Z,PT60M,19.2,69,666,299,16.3,58.9,1005.8,265,3.9
2020-05-28T03:00:00Z,2020-05-28T02:00:00Z,PT60M,17.7,66,114,87,16.4,65.3,1006.1,261,3.9
2020-05-28T04:00:00Z,2020-05-28T03:00:00Z,PT60M,16.2,2,11,3,16.0,71.8,1006.3,259,3.7
2020-05-28T05:00:00Z,2020-05-28T04:00:00Z,PT60M,15.3,0,0,0,15.2,75.5,1006.6,253,3.0
2020-05-28T06:00:00Z,2020-05-28T05:00:00Z,PT60M,14.8,0,0,0,14.8,77.5,1006.9,249,2.7
2020-05-28T07:00:00Z,2020-05-28T06:00:00Z,PT60M,14.3,0,0,0,14.6,79.2,1007.0,244,2.7
2020-05-28T08:00:00Z,2020-05-28T07:00:00Z,PT60M,14.0,0,0,0,14.5,81.1,1007.1,239,2.6
2020-05-28T09:00:00Z,2020-05-28T08:00:00Z,PT60M,13.6,0,0,0,14.1,83.5,1006.8,244,2.7
2020-05-28T10:00:00Z,2020-05-28T09:00:00Z,PT60M,13.2,0,0,0,13.7,85.1,1006.5,239,2.3
2020-05-28T11:00:00Z,2020-05-28T10:00:00Z,PT60M,13.1,0,0,0,13.6,86.0,1006.4,225,2.4
2020-05-28T12:00:00Z,2020-05-28T11:00:00Z,PT60M,12.4,0,0,0,14.0,89.7,1006.8,231,2.4
2020-05-28T13:00:00Z,2020-05-28T12:00:00Z,PT60M,11.9,0,0,0,15.0,92.7,1007.1,234,2.3
2020-05-28T14:00:00Z,2020-05-28T13:00:00Z,PT60M,12.3,49,7,50,15.8,91.4,1007.2,232,2.2
2020-05-28T15:00:00Z,2020-05-28T14:00:00Z,PT60M,13.1,153,32,161,16.2,87.9,1007.3,239,2.0
2020-05-28T16:00:00Z,2020-05-28T15:00:00Z,PT60M,14.2,285,47,305,16.6,82.4,1007.5,250,2.2
2020-05-28T17:00:00Z,2020-05-28T16:00:00Z,PT60M,15.3,215,532,579,16.9,77.0,1007.5,258,2.4
2020-05-28T18:00:00Z,2020-05-28T17:00:00Z,PT60M,15.6,95,924,828,17.0,73.3,1007.6,256,2.4
2020-05-28T19:00:00Z,2020-05-28T18:00:00Z,PT60M,16.2,116,925,943,17.2,69.9,1007.8,251,2.6
2020-05-28T20:00:00Z,2020-05-28T19:00:00Z,PT60M,17.2,123,931,1007,17.5,66.5,1007.8,250,3.4
2020-05-28T21:00:00Z,2020-05-28T20:00:00Z,PT60M,17.4,127,927,1011,18.0,65.7,1007.5,255,4.1
2020-05-28T22:00:00Z,2020-05-28T21:00:00Z,PT60M,17.2,132,902,953,18.7,67.2,1007.0,256,4.4
2020-05-28T23:00:00Z,2020-05-28T22:00:00Z,PT60M,17.0,135,860,839,19.4,68.7,1006.5,255,4.5
2020-05-29T00:00:00Z,2020-05-28T23:00:00Z,PT60M,16.7,145,764,672,19.1,70.2,1006.3,259,4.1
2020-05-29T01:00:00Z,2020-05-29T00:00:00Z,PT60M,16.6,247,239,380,18.9,71.4,1006.4,253,3.9
2020-05-29T02:00:00Z,2020-05-29T01:00:00Z,PT60M,16.1,136,0,136,19.5,74.0,1006.7,243,4.3
2020-05-29T03:00:00Z,2020-05-29T02:00:00Z,PT60M,15.1,61,0,61,20.4,79.4,1006.9,243,4.2
2020-05-29T04:00:00Z,2020-05-29T03:00:00Z,PT60M,14.2,2,0,2,21.3,83.8,1007.1,242,4.0
2020-05-29T05:00:00Z,2020-05-29T04:00:00Z,PT60M,13.8,0,0,0,22.1,86.3,1007.5,241,3.9
2020-05-29T06:00:00Z,2020-05-29T05:00:00Z,PT60M,13.4,0,0,0,22.2,88.3,1007.8,245,3.3
2020-05-29T07:00:00Z,2020-05-29T06:00:00Z,PT60M,13.1,0,0,0,22.2,90.0,1007.6,248,3.0
2020-05-29T08:00:00Z,2020-05-29T07:00:00Z,PT60M,13.0,0,0,0,22.7,91.5,1007.6,243,3.0
2020-05-29T09:00:00Z,2020-05-29T08:00:00Z,PT60M,13.0,0,0,0,23.5,92.4,1007.4,239,2.7
2020-05-29T10:00:00Z,2020-05-29T09:00:00Z,PT60M,13.1,0,0,0,23.7,92.1,1006.9,229,2.1
2020-05-29T11:00:00Z,2020-05-29T10:00:00Z,PT60M,13.1,0,0,0,23.9,91.8,1006.5,238,1.9
2020-05-29T12:00:00Z,2020-05-29T11:00:00Z,PT60M,12.9,0,0,0,24.0,93.7,1006.4,249,2.6
2020-05-29T13:00:00Z,2020-05-29T12:00:00Z,PT60M,12.7,0,0,0,24.1,94.9,1006.5,234,3.2
2020-05-29T14:00:00Z,2020-05-29T13:00:00Z,PT60M,12.9,22,20,24,24.4,92.4,1006.6,218,3.0
2020-05-29T15:00:00Z,2020-05-29T14:00:00Z,PT60M,13.3,125,92,157,24.1,88.2,1006.5,215,2.8
2020-05-29T16:00:00Z,2020-05-29T15:00:00Z,PT60M,14.2,239,39,259,24.2,82.9,1006.6,221,2.9
2020-05-29T17:00:00Z,2020-05-29T16:00:00Z,PT60M,15.1,273,364,517,25.1,78.0,1006.5,228,3.2
2020-05-29T18:00:00Z,2020-05-29T17:00:00Z,PT60M,15.6,430,227,605,26.3,76.3,1006.6,231,3.1
2020-05-29T19:00:00Z,2020-05-29T18:00:00Z,PT60M,16.2,341,519,810,26.9,74.9,1006.8,228,3.4
2020-05-29T20:00:00Z,2020-05-29T19:00:00Z,PT60M,16.8,336,558,865,27.1,72.8,1006.7,229,4.7
2020-05-29T21:00:00Z,2020-05-29T20:00:00Z,PT60M,17.1,197,810,970,27.0,71.2,1006.4,235,5.5
2020-05-29T22:00:00Z,2020-05-29T21:00:00Z,PT60M,17.1,148,864,935,26.8,70.6,1006.0,238,6.3
2020-05-29T23:00:00Z,2020-05-29T22:00:00Z,PT60M,16.7,252,494,657,27.3,72.6,1006.0,236,7.0
2020-05-30T00:00:00Z,2020-05-29T23:00:00Z,PT60M,16.3,132,779,669,28.6,76.5,1005.8,232,6.9
